key_id,match_date,Timeliness_Result
1,1970-05-31,Fail
2,1970-05-31,Fail
3,1970-05-31,Fail
4,1970-05-31,Fail
5,1970-05-31,Fail
6,1970-05-31,Fail
7,1970-05-31,Fail
8,1970-05-31,Fail
9,1970-05-31,Fail
10,1970-05-31,Fail
11,1970-05-31,Fail
12,1970-05-31,Fail
13,1970-05-31,Fail
14,1970-05-31,Fail
15,1970-05-31,Fail
16,1970-05-31,Fail
17,1970-05-31,Fail
18,1970-05-31,Fail
19,1970-05-31,Fail
20,1970-05-31,Fail
21,1970-05-31,Fail
22,1970-05-31,Fail
23,1970-05-31,Fail
24,1970-05-31,Fail
25,1970-05-31,Fail
26,1970-06-02,Pass
27,1970-06-02,Pass
28,1970-06-02,Pass
29,1970-06-02,Pass
30,1970-06-02,Pass
31,1970-06-02,Pass
32,1970-06-02,Pass
33,1970-06-02,Pass
138,1970-06-03,Pass
34,1970-06-02,Pass
35,1970-06-02,Pass
36,1970-06-02,Pass
37,1970-06-02,Pass
38,1970-06-02,Pass
39,1970-06-02,Pass
40,1970-06-02,Pass
41,1970-06-02,Pass
42,1970-06-02,Pass
43,1970-06-02,Pass
44,1970-06-02,Pass
45,1970-06-02,Pass
46,1970-06-02,Pass
47,1970-06-02,Pass
48,1970-06-02,Pass
49,1970-06-02,Pass
50,1970-06-02,Pass
51,1970-06-02,Pass
52,1970-06-02,Pass
53,1970-06-02,Pass
54,1970-06-02,Pass
55,1970-06-02,Pass
56,1970-06-02,Pass
57,1970-06-02,Pass
58,1970-06-02,Pass
59,1970-06-02,Pass
60,1970-06-02,Pass
61,1970-06-02,Pass
62,1970-06-02,Pass
63,1970-06-02,Pass
64,1970-06-02,Pass
65,1970-06-02,Pass
66,1970-06-02,Pass
67,1970-06-02,Pass
68,1970-06-02,Pass
69,1970-06-02,Pass
70,1970-06-02,Pass
71,1970-06-02,Pass
72,1970-06-02,Pass
73,1970-06-02,Pass
74,1970-06-02,Pass
75,1970-06-02,Pass
76,1970-06-02,Pass
77,1970-06-02,Pass
78,1970-06-02,Pass
79,1970-06-02,Pass
80,1970-06-02,Pass
81,1970-06-02,Pass
82,1970-06-02,Pass
83,1970-06-02,Pass
84,1970-06-02,Pass
85,1970-06-02,Pass
86,1970-06-02,Pass
87,1970-06-02,Pass
88,1970-06-02,Pass
89,1970-06-02,Pass
90,1970-06-02,Pass
