key_id,match_date,Timeliness_Result
1,1970-05-31,Fail
2,1970-05-31,Fail
3,1970-05-31,Fail
4,1970-05-31,Fail
5,1970-05-31,Fail
6,1970-06-03,Pass
7,1970-06-03,Pass
8,1970-06-06,Pass
9,1970-06-06,Pass
10,1970-06-07,Pass
11,1970-06-07,Pass
12,1970-06-07,Pass
13,1970-06-07,Pass
14,1970-06-07,Pass
15,1970-06-07,Pass
16,1970-06-07,Pass
17,1970-06-07,Pass
18,1970-06-10,Pass
19,1970-06-10,Pass
20,1970-06-10,Pass
21,1970-06-11,Pass
22,1970-06-11,Pass
23,1970-06-11,Pass
24,1970-06-11,Pass
25,1970-06-11,Pass
26,1970-06-11,Pass
27,1970-06-11,Pass
28,1970-06-11,Pass
29,1970-06-11,Pass
30,1970-06-14,Pass
31,1970-06-14,Pass
32,1970-06-14,Pass
33,1970-06-14,Pass
34,1970-06-14,Pass
35,1970-06-14,Pass
36,1970-06-14,Pass
37,1970-06-14,Pass
38,1970-06-14,Pass
39,1970-06-17,Pass
40,1970-06-17,Pass
41,1970-06-17,Pass
42,1970-06-17,Pass
43,1970-06-17,Pass
44,1970-06-17,Pass
45,1970-06-17,Pass
46,1970-06-17,Pass
47,1970-06-17,Pass
48,1970-06-17,Pass
49,1970-06-20,Pass
50,1970-06-20,Pass
51,1970-06-21,Pass
52,1970-06-21,Pass
53,1974-06-13,Pass
54,1974-06-13,Pass
55,1974-06-14,Pass
56,1974-06-14,Pass
57,1974-06-14,Pass
58,1974-06-14,Pass
59,1974-06-14,Pass
60,1974-06-14,Pass
61,1974-06-14,Pass
62,1974-06-14,Pass
63,1974-06-14,Pass
64,1974-06-15,Pass
65,1974-06-15,Pass
66,1974-06-15,Pass
67,1974-06-15,Pass
68,1974-06-15,Pass
69,1974-06-15,Pass
70,1974-06-15,Pass
71,1974-06-18,Pass
72,1974-06-18,Pass
73,1974-06-18,Pass
74,1974-06-18,Pass
75,1974-06-18,Pass
76,1974-06-18,Pass
77,1974-06-18,Pass
78,1974-06-18,Pass
79,1974-06-19,Pass
80,1974-06-19,Pass
81,1974-06-19,Pass
82,1974-06-19,Pass
83,1974-06-19,Pass
84,1974-06-19,Pass
85,1974-06-19,Pass
86,1974-06-19,Pass
87,1974-06-19,Pass
88,1974-06-19,Pass
89,1974-06-22,Pass
90,1974-06-22,Pass
91,1974-06-22,Pass
